Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2015-01-02,,,,,,,,,,,
2015-01-05,,,,,,,,,,,
2015-01-06,,,,,,,,,,,
2015-01-07,,,,,,,,,,,
2015-01-08,,,,,,,,,,,
2015-01-09,,,,,,,,,,,
2015-01-12,,,,,,,,,,,
2015-01-13,,,,,,,,,,,
2015-01-14,,,,,,,,,,,
2015-01-15,,,,,,,,,,,
2015-01-16,,,,,,,,,,,
2015-01-20,,,,,,,,,,,
2015-01-21,,,,,,,,,,,
2015-01-22,,,,,,,,,,,
2015-01-23,,,,,,,,,,,
2015-01-26,,,,,,,,,,,
2015-01-27,,,,,,,,,,,
2015-01-28,,,,,,,,,,,
2015-01-29,,,,,,,,,,,
2015-01-30,,,,,,,,,,,
2015-02-02,,,,,,,,,,,
2015-02-03,,,,,,,,,,,
2015-02-04,,,,,,,,,,,
2015-02-05,,,,,,,,,,,
2015-02-06,,,,,,,,,,,
2015-02-09,,,,,,,,,,,
2015-02-10,,,,,,,,,,,
2015-02-11,,,,,,,,,,,
2015-02-12,,,,,,,,,,,
2015-02-13,,,,,,,,,,,
2015-02-17,,,,,,,,,,,
2015-02-18,,,,,,,,,,,
2015-02-19,,,,,,,,,,,
2015-02-20,,,,,,,,,,,
2015-02-23,,,,,,,,,,,
2015-02-24,,,,,,,,,,,
2015-02-25,,,,,,,,,,,
2015-02-26,,,,,,,,,,,
2015-02-27,,,,,,,,,,,
2015-03-02,,,,,,,,,,,
2015-03-03,,,,,,,,,,,
2015-03-04,,,,,,,,,,,
2015-03-05,,,,,,,,,,,
2015-03-06,,,,,,,,,,,
2015-03-09,,,,,,,,,,,
2015-03-10,,,,,,,,,,,
2015-03-11,,,,,,,,,,,
2015-03-12,,,,,,,,,,,
2015-03-13,,,,,,,,,,,
2015-03-16,,,,,,,,,,,
2015-03-17,,,,,,,,,,,
2015-03-18,,,,,,,,,,,
2015-03-19,,,,,,,,,,,
2015-03-20,,,,,,,,,,,
2015-03-23,,,,,,,,,,,
2015-03-24,,,,,,,,,,,
2015-03-25,,,,,,,,,,,
2015-03-26,,,,,,,,,,,
2015-03-27,,,,,,,,,,,
2015-03-30,,,,,,,,,,,
2015-03-31,,,,,,,,,,,
2015-04-01,,,,,,,,,,,
2015-04-02,,,,,,,,,,,
2015-04-06,,,,,,,,,,,
2015-04-07,,,,,,,,,,,
2015-04-08,,,,,,,,,,,
2015-04-09,,,,,,,,,,,
2015-04-10,,,,,,,,,,,
2015-04-13,,,,,,,,,,,
2015-04-14,,,,,,,,,,,
2015-04-15,,,,,,,,,,,
2015-04-16,,,,,,,,,,,
2015-04-17,,,,,,,,,,,
2015-04-20,,,,,,,,,,,
2015-04-21,,,,,,,,,,,
2015-04-22,,,,,,,,,,,
2015-04-23,,,,,,,,,,,
2015-04-24,,,,,,,,,,,
2015-04-27,,,,,,,,,,,
2015-04-28,,,,,,,,,,,
2015-04-29,,,,,,,,,,,
2015-04-30,,,,,,,,,,,
2015-05-01,,,,,,,,,,,
2015-05-04,,,,,,,,,,,
2015-05-05,,,,,,,,,,,
2015-05-06,,,,,,,,,,,
2015-05-07,,,,,,,,,,,
2015-05-08,,,,,,,,,,,
2015-05-11,,,,,,,,,,,
2015-05-12,,,,,,,,,,,
2015-05-13,,,,,,,,,,,
2015-05-14,,,,,,,,,,,
2015-05-15,,,,,,,,,,,
2015-05-18,,,,,,,,,,,
2015-05-19,,,,,,,,,,,
2015-05-20,,,,,,,,,,,
2015-05-21,,,,,,,,,,,
2015-05-22,,,,,,,,,,,
2015-05-26,,,,,,,,,,,
2015-05-27,,,,,,,,,,,
2015-05-28,,,,,,,,,,,
2015-05-29,,,,,,,,,,,
2015-06-01,,,,,,,,,,,
2015-06-02,,,,,,,,,,,
2015-06-03,,,,,,,,,,,
2015-06-04,,,,,,,,,,,
2015-06-05,,,,,,,,,,,
2015-06-08,,,,,,,,,,,
2015-06-09,,,,,,,,,,,
2015-06-10,,,,,,,,,,,
2015-06-11,,,,,,,,,,,
2015-06-12,,,,,,,,,,,
2015-06-15,,,,,,,,,,,
2015-06-16,,,,,,,,,,,
2015-06-17,,,,,,,,,,,
2015-06-18,,,,,,,,,,,
2015-06-19,,,,,,,,,,,
2015-06-22,,,,,,,,,,,
2015-06-23,,,,,,,,,,,
2015-06-24,,,,,,,,,,,
2015-06-25,,,,,,,,,,,
2015-06-26,,,,,,,,,,,
2015-06-29,,,,,,,,,,,
2015-06-30,,,,,,,,,,,
2015-07-01,,,,,,,,,,,
2015-07-02,,,,,,,,,,,
2015-07-06,,,,,,,,,,,
2015-07-07,,,,,,,,,,,
2015-07-08,,,,,,,,,,,
2015-07-09,,,,,,,,,,,
2015-07-10,,,,,,,,,,,
2015-07-13,,,,,,,,,,,
2015-07-14,,,,,,,,,,,
2015-07-15,,,,,,,,,,,
2015-07-16,,,,,,,,,,,
2015-07-17,,,,,,,,,,,
2015-07-20,,,,,,,,,,,
2015-07-21,,,,,,,,,,,
2015-07-22,,,,,,,,,,,
2015-07-23,,,,,,,,,,,
2015-07-24,,,,,,,,,,,
2015-07-27,,,,,,,,,,,
2015-07-28,,,,,,,,,,,
2015-07-29,,,,,,,,,,,
2015-07-30,,,,,,,,,,,
2015-07-31,,,,,,,,,,,
2015-08-03,,,,,,,,,,,
2015-08-04,,,,,,,,,,,
2015-08-05,,,,,,,,,,,
2015-08-06,,,,,,,,,,,
2015-08-07,,,,,,,,,,,
2015-08-10,,,,,,,,,,,
2015-08-11,,,,,,,,,,,
2015-08-12,,,,,,,,,,,
2015-08-13,,,,,,,,,,,
2015-08-14,,,,,,,,,,,
2015-08-17,,,,,,,,,,,
2015-08-18,,,,,,,,,,,
2015-08-19,,,,,,,,,,,
2015-08-20,,,,,,,,,,,
2015-08-21,,,,,,,,,,,
2015-08-24,,,,,,,,,,,
2015-08-25,,,,,,,,,,,
2015-08-26,,,,,,,,,,,
2015-08-27,,,,,,,,,,,
2015-08-28,,,,,,,,,,,
2015-08-31,,,,,,,,,,,
2015-09-01,,,,,,,,,,,
2015-09-02,,,,,,,,,,,
2015-09-03,,,,,,,,,,,
2015-09-04,,,,,,,,,,,
2015-09-08,,,,,,,,,,,
2015-09-09,,,,,,,,,,,
2015-09-10,,,,,,,,,,,
2015-09-11,,,,,,,,,,,
2015-09-14,,,,,,,,,,,
2015-09-15,,,,,,,,,,,
2015-09-16,,,,,,,,,,,
2015-09-17,,,,,,,,,,,
2015-09-18,,,,,,,,,,,
2015-09-21,,,,,,,,,,,
2015-09-22,,,,,,,,,,,
2015-09-23,,,,,,,,,,,
2015-09-24,,,,,,,,,,,
2015-09-25,,,,,,,,,,,
2015-09-28,,,,,,,,,,,
2015-09-29,,,,,,,,,,,
2015-09-30,,,,,,,,,,,
2015-10-01,,,,,,,,,,,
2015-10-02,,,,,,,,,,,
2015-10-05,,,,,,,,,,,
2015-10-06,,,,,,,,,,,
2015-10-07,,,,,,,,,,,
2015-10-08,,,,,,,,,,,
2015-10-09,,,,,,,,,,,
2015-10-12,,,,,,,,,,,
2015-10-13,,,,,,,,,,,
2015-10-14,,,,,,,,,,,
2015-10-15,,,,,,,,,,,
2015-10-16,38.852984533309936,,49.227896480560304,16.20717634677887,45.566991004943844,36.981363410949704,37.26548774719238,,31.81956748008728,61.360158596038815,67.57077865600586
2015-10-19,38.83575222969055,,49.19419414520264,16.204203100204467,45.55418922424317,36.9875860786438,37.274730892181395,,31.814462480545043,61.368887977600096,67.60562028884888
2015-10-20,38.82382546424866,,49.17194980621338,16.203433632850647,45.548308486938474,36.99609033584595,37.28514543533325,,31.811966638565064,61.37441339492798,67.64609849929809
2015-10-21,38.81199805259705,,49.150568351745605,16.203322763442994,45.54527894973755,37.00532392501831,37.29582563400268,,31.809035806655885,61.37827054977417,67.68811544418335
2015-10-22,38.80290900230408,,49.132723541259764,16.203661289215088,45.54676183700562,37.01725179672241,37.30722017288208,,31.806367502212524,61.373646602630615,67.72986894607544
2015-10-23,38.79076518058777,,49.10878341674805,16.203678102493285,45.544539031982424,37.030568504333495,37.31550487518311,,31.79960638999939,61.3701778793335,67.76866394042969
